id,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,imc,Sex_encoded
938831,female,25,158.0,55.0,18.0,103.0,40.6,22.031725684986377,89.03368342867219
938832,male,21,197.0,94.0,19.0,100.0,40.3,24.221185807415804,87.53476116586509
938833,female,39,168.0,71.0,5.0,82.0,39.5,25.15589569160998,87.53476116586509
938834,male,24,185.0,88.0,5.0,86.0,39.1,25.712198685171657,87.53476116586509
938835,female,25,158.0,56.0,17.0,100.0,40.6,22.432302515622492,87.53476116586509
938836,male,47,190.0,87.0,17.0,106.0,40.3,24.099722991689752,89.03368342867219
938837,female,40,181.0,76.0,29.0,107.0,41.1,23.198315069747565,89.03368342867219
938838,female,58,177.0,76.0,22.0,108.0,40.8,24.258674071946118,87.53476116586509
938839,male,30,184.0,91.0,20.0,90.0,40.3,26.878544423440452,87.53476116586509
938840,female,51,148.0,53.0,2.0,81.0,38.0,24.196493791088386,87.53476116586509
938841,female,20,172.0,69.0,17.0,106.0,40.4,23.323418063818284,87.53476116586509
938842,male,65,191.0,99.0,26.0,114.0,40.9,27.137413996326856,87.53476116586509
938843,female,20,150.0,51.0,20.0,99.0,40.2,22.666666666666668,89.03368342867219
938844,male,54,191.0,99.0,18.0,99.0,40.5,27.137413996326856,87.53476116586509
938845,male,54,187.0,94.0,3.0,72.0,38.8,26.88095170007721,87.53476116586509
938846,female,21,165.0,64.0,19.0,100.0,40.5,23.507805325987146,87.53476116586509
938847,male,25,184.0,88.0,11.0,90.0,40.1,25.99243856332703,87.53476116586509
938848,female,26,159.0,57.0,15.0,100.0,40.1,22.54657648036074,89.03368342867219
938849,female,37,162.0,59.0,7.0,86.0,39.4,22.481329065691202,87.53476116586509
938850,male,55,184.0,87.0,22.0,106.0,40.2,25.697069943289225,87.53476116586509
938851,male,69,171.0,75.0,16.0,91.0,40.5,25.64891761567662,87.53476116586509
938852,female,28,168.0,68.0,21.0,109.0,40.4,24.092970521541954,89.03368342867219
938853,female,42,164.0,62.0,15.0,98.0,40.4,23.051754907792983,89.03368342867219
938854,female,36,164.0,64.0,5.0,83.0,39.1,23.795359904818564,87.53476116586509
938855,male,35,196.0,99.0,29.0,113.0,40.9,25.770512286547273,87.53476116586509
938856,male,22,186.0,81.0,24.0,110.0,40.7,23.413111342351716,89.03368342867219
938857,male,65,175.0,77.0,26.0,101.0,40.9,25.142857142857142,87.53476116586509
938858,male,70,174.0,79.0,5.0,83.0,39.2,26.09327520147972,87.53476116586509
938859,female,30,164.0,65.0,5.0,91.0,39.4,24.167162403331353,87.53476116586509
938860,female,28,152.0,49.0,10.0,91.0,39.9,21.208448753462605,87.53476116586509
938861,male,58,189.0,91.0,16.0,102.0,40.6,25.475210660395845,89.03368342867219
938862,male,32,177.0,82.0,29.0,106.0,40.6,26.173832551310287,87.53476116586509
938863,female,38,166.0,64.0,17.0,100.0,40.5,23.225431847873423,87.53476116586509
938864,female,59,163.0,66.0,28.0,110.0,40.8,24.840980089578082,87.53476116586509
938865,male,42,198.0,102.0,25.0,103.0,40.9,26.017753290480563,87.53476116586509
938866,male,38,187.0,87.0,10.0,95.0,40.0,24.879178701135288,87.53476116586509
938867,male,48,192.0,90.0,3.0,87.0,38.7,24.4140625,87.53476116586509
938868,female,47,180.0,78.0,28.0,110.0,40.7,24.074074074074073,87.53476116586509
938869,male,62,187.0,94.0,10.0,77.0,39.7,26.88095170007721,89.03368342867219
938870,female,21,152.0,49.0,25.0,106.0,41.3,21.208448753462605,89.03368342867219
938871,male,64,187.0,96.0,15.0,95.0,40.3,27.45288684263204,89.03368342867219
938872,female,25,178.0,71.0,15.0,105.0,40.3,22.408786769347305,87.53476116586509
938873,male,78,193.0,102.0,1.0,82.0,37.7,27.383285457327716,89.03368342867219
938874,male,70,182.0,78.0,10.0,89.0,39.7,23.54788069073783,89.03368342867219
938875,male,30,192.0,94.0,12.0,90.0,39.7,25.499131944444446,87.53476116586509
938876,female,27,158.0,57.0,11.0,96.0,39.9,22.832879346258608,87.53476116586509
938877,male,36,191.0,86.0,19.0,98.0,40.3,23.573915188728378,89.03368342867219
938878,female,21,158.0,57.0,24.0,106.0,40.5,22.832879346258608,87.53476116586509
938879,male,32,174.0,73.0,23.0,104.0,40.4,24.111507464658473,89.03368342867219
938880,male,46,199.0,96.0,22.0,104.0,40.5,24.24181207545264,87.53476116586509
938881,male,76,181.0,88.0,27.0,105.0,41.2,26.861206922865602,89.03368342867219
938882,male,22,187.0,83.0,23.0,107.0,40.9,23.735308416025617,87.53476116586509
938883,male,64,193.0,97.0,12.0,88.0,40.3,26.040967542752828,89.03368342867219
938884,female,45,160.0,60.0,1.0,87.0,37.7,23.437499999999996,89.03368342867219
938885,male,35,182.0,83.0,23.0,104.0,40.7,25.057360222195385,89.03368342867219
938886,male,39,162.0,71.0,16.0,98.0,40.1,27.053802773967377,89.03368342867219
938887,male,37,188.0,93.0,11.0,88.0,39.7,26.312811226799457,89.03368342867219
938888,male,24,195.0,92.0,7.0,88.0,39.3,24.194608809993426,89.03368342867219
938889,male,51,183.0,92.0,3.0,78.0,38.4,27.471707127713575,87.53476116586509
938890,male,59,171.0,75.0,1.0,75.0,38.2,25.64891761567662,87.53476116586509
938891,female,64,164.0,65.0,17.0,94.0,40.3,24.167162403331353,87.53476116586509
938892,male,50,179.0,82.0,28.0,108.0,40.4,25.592209980961893,87.53476116586509
938893,male,21,185.0,79.0,19.0,100.0,40.6,23.08254200146092,89.03368342867219
938894,female,26,160.0,57.0,18.0,103.0,40.1,22.265624999999996,87.53476116586509
938895,female,28,157.0,54.0,14.0,93.0,40.4,21.907582457706194,89.03368342867219
938896,male,28,198.0,96.0,26.0,108.0,40.7,24.487297214569942,87.53476116586509
938897,female,39,160.0,58.0,19.0,98.0,40.4,22.656249999999996,89.03368342867219
938898,male,48,187.0,94.0,7.0,80.0,39.4,26.88095170007721,89.03368342867219
938899,male,64,158.0,59.0,19.0,97.0,40.7,23.634033007530842,87.53476116586509
938900,female,54,174.0,71.0,22.0,104.0,40.5,23.450918219051392,89.03368342867219
938901,male,23,182.0,85.0,2.0,77.0,38.1,25.661152034778407,89.03368342867219
938902,male,39,184.0,87.0,15.0,87.0,40.4,25.697069943289225,87.53476116586509
938903,male,26,196.0,101.0,2.0,90.0,38.0,26.29112869637651,89.03368342867219
938904,female,51,157.0,61.0,24.0,101.0,40.8,24.747454257779218,89.03368342867219
938905,male,51,170.0,75.0,22.0,95.0,40.6,25.95155709342561,89.03368342867219
938906,female,21,146.0,49.0,23.0,97.0,40.7,22.987427284668797,87.53476116586509
938907,female,58,165.0,66.0,6.0,84.0,39.3,24.242424242424246,89.03368342867219
938908,male,24,182.0,81.0,3.0,78.0,38.6,24.453568409612362,89.03368342867219
938909,male,53,190.0,90.0,6.0,84.0,39.1,24.930747922437675,87.53476116586509
938910,male,33,192.0,90.0,5.0,86.0,39.0,24.4140625,87.53476116586509
938911,male,43,185.0,87.0,8.0,83.0,39.4,25.420014609203797,87.53476116586509
938912,female,25,176.0,68.0,13.0,86.0,39.9,21.952479338842977,89.03368342867219
938913,female,39,162.0,65.0,9.0,84.0,39.8,24.76756591982929,89.03368342867219
938914,male,44,187.0,87.0,19.0,92.0,40.6,24.879178701135288,87.53476116586509
938915,female,54,171.0,70.0,26.0,107.0,40.6,23.938989774631512,89.03368342867219
938916,male,32,193.0,102.0,1.0,76.0,37.7,27.383285457327716,89.03368342867219
938917,female,32,171.0,65.0,24.0,104.0,40.6,22.229061933586404,87.53476116586509
938918,female,79,170.0,64.0,21.0,100.0,40.3,22.145328719723185,87.53476116586509
938919,male,48,188.0,88.0,18.0,105.0,40.5,24.898143956541425,87.53476116586509
938920,male,24,195.0,95.0,15.0,93.0,39.9,24.983563445101908,89.03368342867219
938921,female,74,162.0,64.0,22.0,101.0,40.6,24.38652644413961,87.53476116586509
938922,male,28,192.0,98.0,21.0,105.0,40.7,26.58420138888889,89.03368342867219
938923,female,57,178.0,76.0,25.0,103.0,40.7,23.98687034465345,89.03368342867219
938924,female,45,157.0,60.0,23.0,105.0,40.5,24.341758286340216,89.03368342867219
938925,male,23,193.0,96.0,5.0,76.0,39.0,25.77250395983785,87.53476116586509
938926,female,51,175.0,71.0,21.0,102.0,40.4,23.183673469387756,89.03368342867219
938927,female,48,167.0,62.0,2.0,81.0,38.9,22.230987127541326,87.53476116586509
938928,male,32,190.0,91.0,17.0,98.0,40.4,25.207756232686982,87.53476116586509
938929,male,52,194.0,96.0,14.0,96.0,39.9,25.507492826017643,89.03368342867219
938930,female,37,168.0,66.0,29.0,103.0,41.0,23.384353741496604,89.03368342867219
938931,female,55,176.0,76.0,26.0,96.0,40.6,24.535123966942148,89.03368342867219
938932,male,30,187.0,90.0,21.0,99.0,40.6,25.737081414967538,89.03368342867219
938933,male,21,179.0,80.0,17.0,98.0,40.2,24.968009737523797,87.53476116586509
938934,male,41,182.0,80.0,14.0,92.0,40.3,24.151672503320853,89.03368342867219
938935,male,47,179.0,86.0,26.0,106.0,40.9,26.840610467838083,87.53476116586509
938936,male,47,187.0,92.0,18.0,98.0,40.5,26.309016557522373,87.53476116586509
938937,female,21,173.0,69.0,6.0,86.0,39.0,23.054562464499313,87.53476116586509
938938,female,34,151.0,54.0,25.0,108.0,41.2,23.683171790710933,87.53476116586509
938939,male,50,196.0,102.0,24.0,103.0,40.9,26.55143690129113,87.53476116586509
938940,female,47,161.0,59.0,19.0,97.0,40.4,22.76146753597469,89.03368342867219
938941,female,54,161.0,60.0,13.0,96.0,40.2,23.147255121330193,87.53476116586509
938942,female,40,164.0,64.0,27.0,102.0,41.0,23.795359904818564,87.53476116586509
938943,male,27,156.0,62.0,3.0,86.0,38.3,25.476660092044707,87.53476116586509
938944,female,29,171.0,67.0,13.0,97.0,39.8,22.91303307000445,87.53476116586509
938945,female,44,175.0,66.0,28.0,110.0,40.9,21.551020408163264,89.03368342867219
938946,female,26,153.0,56.0,24.0,105.0,40.4,23.92242299970097,89.03368342867219
938947,male,64,188.0,95.0,13.0,92.0,39.6,26.87867813490267,87.53476116586509
938948,male,54,188.0,88.0,5.0,84.0,39.0,24.898143956541425,89.03368342867219
938949,male,48,175.0,76.0,17.0,102.0,40.4,24.816326530612244,87.53476116586509
938950,male,58,170.0,80.0,14.0,88.0,40.7,27.68166089965398,87.53476116586509
938951,female,63,178.0,81.0,19.0,99.0,40.4,25.5649539199596,89.03368342867219
938952,female,53,164.0,68.0,15.0,97.0,40.5,25.282569898869724,89.03368342867219
938953,female,55,166.0,65.0,12.0,86.0,40.1,23.588329220496444,89.03368342867219
938954,male,21,184.0,91.0,28.0,114.0,40.9,26.878544423440452,89.03368342867219
938955,male,21,187.0,84.0,28.0,108.0,40.8,24.021275987303035,89.03368342867219
938956,female,35,167.0,65.0,29.0,110.0,40.6,23.306680053067517,87.53476116586509
938957,male,38,187.0,94.0,19.0,103.0,40.4,26.88095170007721,87.53476116586509
938958,male,43,168.0,72.0,22.0,102.0,40.6,25.510204081632658,89.03368342867219
938959,male,38,192.0,94.0,4.0,89.0,39.1,25.499131944444446,87.53476116586509
938960,female,20,166.0,64.0,2.0,84.0,38.3,23.225431847873423,87.53476116586509
938961,female,33,171.0,67.0,4.0,77.0,39.1,22.91303307000445,87.53476116586509
938962,female,36,151.0,48.0,29.0,105.0,40.8,21.051708258409718,87.53476116586509
938963,male,21,181.0,75.0,20.0,101.0,40.9,22.89307408198773,87.53476116586509
938964,female,35,160.0,59.0,15.0,91.0,40.3,23.046874999999996,87.53476116586509
938965,male,32,194.0,103.0,15.0,92.0,40.9,27.367414177914764,89.03368342867219
938966,male,72,187.0,85.0,5.0,72.0,38.5,24.307243558580453,87.53476116586509
938967,female,29,175.0,69.0,10.0,88.0,40.0,22.53061224489796,87.53476116586509
938968,female,60,166.0,63.0,15.0,87.0,39.9,22.8625344752504,87.53476116586509
938969,female,39,178.0,76.0,27.0,103.0,40.7,23.98687034465345,87.53476116586509
938970,female,56,173.0,66.0,8.0,88.0,39.6,22.052190183434128,89.03368342867219
938971,male,63,187.0,91.0,20.0,102.0,40.9,26.023048986244955,89.03368342867219
938972,female,50,162.0,61.0,25.0,102.0,40.5,23.243408017070564,87.53476116586509
938973,female,67,172.0,74.0,7.0,82.0,39.3,25.013520822065985,89.03368342867219
938974,male,21,187.0,94.0,13.0,92.0,40.3,26.88095170007721,87.53476116586509
938975,female,70,167.0,59.0,7.0,82.0,39.8,21.15529420201513,89.03368342867219
938976,male,50,172.0,80.0,11.0,93.0,39.8,27.041644131963228,87.53476116586509
938977,male,41,187.0,92.0,19.0,93.0,40.5,26.309016557522373,89.03368342867219
938978,female,43,151.0,56.0,22.0,104.0,40.6,24.560326301478007,89.03368342867219
938979,female,21,158.0,56.0,6.0,86.0,39.4,22.432302515622492,89.03368342867219
938980,female,24,176.0,67.0,20.0,98.0,40.5,21.62964876033058,89.03368342867219
938981,male,21,182.0,89.0,12.0,92.0,40.3,26.86873565994445,87.53476116586509
938982,male,40,175.0,80.0,23.0,108.0,40.6,26.122448979591837,87.53476116586509
938983,female,34,162.0,61.0,21.0,99.0,40.7,23.243408017070564,87.53476116586509
938984,male,21,189.0,88.0,27.0,110.0,41.1,24.635368550712467,89.03368342867219
938985,female,32,158.0,61.0,3.0,80.0,38.9,24.435186668803073,87.53476116586509
938986,female,49,161.0,59.0,17.0,96.0,40.6,22.76146753597469,89.03368342867219
938987,female,45,169.0,69.0,28.0,104.0,40.8,24.158817968558527,89.03368342867219
938988,female,59,166.0,68.0,9.0,97.0,39.8,24.677021338365513,89.03368342867219
938989,male,35,198.0,94.0,6.0,89.0,39.4,23.977145189266402,89.03368342867219
938990,female,48,161.0,60.0,11.0,91.0,39.9,23.147255121330193,87.53476116586509
938991,male,47,183.0,87.0,19.0,100.0,40.7,25.97867956642479,87.53476116586509
938992,male,54,181.0,88.0,11.0,87.0,40.1,26.861206922865602,89.03368342867219
938993,male,29,194.0,99.0,22.0,102.0,40.7,26.304601976830696,89.03368342867219
938994,female,25,154.0,55.0,29.0,104.0,40.8,23.19109461966605,89.03368342867219
938995,male,68,179.0,80.0,1.0,82.0,37.6,24.968009737523797,87.53476116586509
938996,female,42,158.0,55.0,19.0,99.0,40.4,22.031725684986377,87.53476116586509
938997,female,39,166.0,63.0,11.0,89.0,39.9,22.8625344752504,87.53476116586509
938998,female,21,165.0,59.0,10.0,88.0,39.8,21.6712580348944,87.53476116586509
938999,male,58,194.0,95.0,5.0,84.0,39.4,25.241789775746625,87.53476116586509
939000,male,27,192.0,91.0,1.0,69.0,37.7,24.68532986111111,89.03368342867219
939001,male,30,193.0,99.0,28.0,103.0,40.8,26.577894708582782,89.03368342867219
939002,male,54,193.0,98.0,5.0,81.0,39.3,26.309431125667803,87.53476116586509
939003,female,74,162.0,60.0,13.0,99.0,40.3,22.86236854138088,87.53476116586509
939004,male,49,180.0,88.0,10.0,90.0,39.5,27.160493827160494,87.53476116586509
939005,male,45,191.0,95.0,18.0,99.0,39.9,26.040952824758094,89.03368342867219
939006,male,25,178.0,79.0,18.0,92.0,40.2,24.933720489837143,89.03368342867219
939007,female,64,159.0,61.0,17.0,96.0,40.4,24.128792373719392,87.53476116586509
939008,male,52,181.0,83.0,20.0,100.0,40.3,25.33500198406642,89.03368342867219
939009,female,50,172.0,72.0,24.0,107.0,40.5,24.337479718766904,87.53476116586509
939010,male,34,181.0,78.0,18.0,94.0,40.1,23.808797045267237,89.03368342867219
939011,female,58,145.0,74.0,25.0,108.0,40.7,35.196195005945306,87.53476116586509
939012,male,47,180.0,78.0,15.0,100.0,40.4,24.074074074074073,89.03368342867219
939013,female,69,168.0,66.0,10.0,82.0,39.8,23.384353741496604,89.03368342867219
939014,female,45,164.0,61.0,16.0,93.0,40.3,22.679952409280194,89.03368342867219
939015,female,32,168.0,60.0,25.0,97.0,40.5,21.258503401360546,89.03368342867219
939016,male,77,184.0,88.0,25.0,105.0,40.7,25.99243856332703,89.03368342867219
939017,male,33,192.0,89.0,8.0,85.0,39.5,24.14279513888889,89.03368342867219
939018,female,64,159.0,64.0,13.0,91.0,39.8,25.315454293738377,87.53476116586509
939019,male,21,191.0,94.0,2.0,81.0,38.0,25.766837531865903,87.53476116586509
939020,male,27,174.0,77.0,20.0,102.0,40.3,25.43268595587264,87.53476116586509
939021,male,51,187.0,95.0,9.0,90.0,40.3,27.166919271354622,87.53476116586509
939022,male,45,200.0,101.0,24.0,99.0,40.7,25.25,89.03368342867219
939023,male,61,172.0,74.0,14.0,89.0,40.3,25.013520822065985,87.53476116586509
939024,female,26,171.0,71.0,9.0,91.0,40.0,24.280975342840534,89.03368342867219
939025,female,20,177.0,71.0,24.0,102.0,40.7,22.66270867247598,87.53476116586509
939026,male,37,165.0,75.0,17.0,95.0,40.4,27.548209366391188,89.03368342867219
939027,female,57,175.0,72.0,23.0,109.0,40.5,23.510204081632654,87.53476116586509
939028,female,32,167.0,64.0,26.0,105.0,40.7,22.948115744558788,89.03368342867219
939029,male,64,201.0,102.0,11.0,92.0,39.7,25.246899829212154,89.03368342867219
939030,male,48,192.0,92.0,18.0,100.0,40.4,24.95659722222222,89.03368342867219
939031,male,45,195.0,102.0,6.0,92.0,39.4,26.824457593688365,87.53476116586509
939032,female,56,174.0,68.0,11.0,93.0,39.9,22.460034350640772,87.53476116586509
939033,female,22,161.0,61.0,22.0,102.0,40.8,23.533042706685695,89.03368342867219
939034,female,34,159.0,55.0,23.0,96.0,40.7,21.75546853368142,89.03368342867219
939035,female,22,161.0,62.0,9.0,97.0,39.7,23.9188302920412,89.03368342867219
939036,female,42,172.0,71.0,16.0,89.0,40.3,23.99945916711736,87.53476116586509
939037,female,40,153.0,55.0,16.0,100.0,40.6,23.49523687470631,89.03368342867219
939038,male,50,183.0,92.0,26.0,108.0,40.6,27.471707127713575,87.53476116586509
939039,male,45,196.0,100.0,18.0,94.0,40.6,26.030820491461892,89.03368342867219
939040,female,29,177.0,75.0,13.0,89.0,40.1,23.93948099205209,89.03368342867219
939041,female,62,161.0,64.0,15.0,93.0,40.1,24.690405462752206,89.03368342867219
939042,male,26,192.0,88.0,28.0,108.0,40.8,23.87152777777778,87.53476116586509
939043,male,30,192.0,94.0,22.0,105.0,40.7,25.499131944444446,89.03368342867219
939044,female,31,173.0,66.0,16.0,91.0,40.2,22.052190183434128,87.53476116586509
939045,female,49,173.0,69.0,26.0,114.0,40.7,23.054562464499313,89.03368342867219
939046,male,41,192.0,96.0,30.0,110.0,40.9,26.041666666666668,89.03368342867219
939047,male,36,174.0,78.0,24.0,102.0,40.6,25.762980578676178,89.03368342867219
939048,female,26,148.0,52.0,15.0,97.0,40.5,23.739956172388606,87.53476116586509
939049,male,29,196.0,94.0,26.0,111.0,40.7,24.46897126197418,89.03368342867219
939050,male,28,187.0,93.0,11.0,96.0,39.7,26.59498412879979,87.53476116586509
939051,female,75,158.0,65.0,22.0,103.0,40.8,26.037493991347535,89.03368342867219
939052,female,38,168.0,63.0,12.0,89.0,40.1,22.321428571428577,87.53476116586509
939053,male,61,183.0,88.0,8.0,88.0,39.9,26.27728507868255,89.03368342867219
939054,female,52,174.0,69.0,11.0,88.0,39.9,22.79032897344431,89.03368342867219
939055,male,48,184.0,91.0,10.0,91.0,39.7,26.878544423440452,87.53476116586509
939056,male,42,201.0,101.0,10.0,95.0,40.0,24.999381203435565,87.53476116586509
939057,female,32,164.0,60.0,5.0,78.0,39.3,22.308149910767405,89.03368342867219
939058,male,25,200.0,99.0,16.0,97.0,40.2,24.75,87.53476116586509
939059,female,33,154.0,60.0,4.0,80.0,39.1,25.2993759487266,89.03368342867219
939060,female,42,158.0,55.0,20.0,102.0,40.6,22.031725684986377,89.03368342867219
939061,female,31,152.0,54.0,9.0,87.0,39.8,23.372576177285318,89.03368342867219
939062,male,32,187.0,82.0,13.0,102.0,40.3,23.449340844748203,89.03368342867219
939063,female,41,164.0,64.0,25.0,99.0,41.1,23.795359904818564,87.53476116586509
939064,male,32,197.0,98.0,19.0,103.0,40.7,25.25187456517818,87.53476116586509
939065,female,60,165.0,59.0,28.0,102.0,40.8,21.6712580348944,87.53476116586509
939066,female,28,165.0,68.0,11.0,88.0,39.9,24.977043158861342,87.53476116586509
939067,female,21,154.0,56.0,20.0,98.0,40.6,23.61275088547816,87.53476116586509
939068,male,45,187.0,88.0,4.0,86.0,39.1,25.165146272412706,87.53476116586509
939069,male,69,193.0,102.0,18.0,86.0,40.5,27.383285457327716,87.53476116586509
939070,female,31,150.0,56.0,28.0,110.0,40.7,24.88888888888889,87.53476116586509
939071,female,27,169.0,67.0,9.0,92.0,39.5,23.458562375266975,89.03368342867219
939072,female,35,158.0,56.0,25.0,103.0,40.8,22.432302515622492,87.53476116586509
939073,female,55,166.0,62.0,18.0,93.0,40.5,22.49963710262738,87.53476116586509
939074,male,64,184.0,85.0,28.0,104.0,40.8,25.10633270321361,89.03368342867219
939075,male,48,194.0,95.0,12.0,96.0,40.1,25.241789775746625,87.53476116586509
939076,male,51,182.0,82.0,17.0,92.0,40.5,24.755464315903875,89.03368342867219
939077,female,40,169.0,69.0,19.0,104.0,40.2,24.158817968558527,89.03368342867219
939078,male,71,167.0,74.0,7.0,95.0,39.3,26.533758829646096,87.53476116586509
939079,female,56,174.0,74.0,4.0,91.0,39.2,24.441802087462015,87.53476116586509
939080,female,34,156.0,56.0,29.0,111.0,40.8,23.011176857330703,87.53476116586509
939081,female,29,167.0,66.0,4.0,78.0,39.4,23.66524436157625,87.53476116586509
939082,female,53,168.0,67.0,14.0,101.0,40.1,23.738662131519277,89.03368342867219
939083,male,26,186.0,86.0,8.0,91.0,39.5,24.858365128916635,87.53476116586509
939084,male,46,179.0,79.0,14.0,98.0,40.1,24.65590961580475,87.53476116586509
939085,female,38,159.0,54.0,19.0,100.0,40.6,21.359914560341757,89.03368342867219
939086,male,22,179.0,74.0,8.0,88.0,39.6,23.095409007209515,87.53476116586509
939087,female,38,178.0,75.0,18.0,94.0,40.1,23.671253629592222,87.53476116586509
939088,male,43,192.0,94.0,19.0,97.0,40.6,25.499131944444446,89.03368342867219
939089,female,54,181.0,69.0,5.0,82.0,39.1,21.06162815542871,89.03368342867219
939090,male,54,181.0,84.0,10.0,90.0,39.7,25.640242971826257,87.53476116586509
939091,female,49,166.0,65.0,24.0,104.0,40.7,23.588329220496444,89.03368342867219
939092,male,47,179.0,81.0,7.0,86.0,39.6,25.280109859242845,89.03368342867219
939093,male,38,186.0,93.0,19.0,102.0,40.3,26.881720430107524,89.03368342867219
939094,male,45,179.0,77.0,20.0,96.0,40.5,24.031709372366656,87.53476116586509
939095,male,61,187.0,92.0,10.0,91.0,40.0,26.309016557522373,89.03368342867219
939096,male,44,187.0,88.0,15.0,97.0,40.1,25.165146272412706,89.03368342867219
939097,male,51,189.0,93.0,19.0,99.0,40.5,26.035105400184765,89.03368342867219
939098,male,32,191.0,92.0,5.0,88.0,39.0,25.218606946081522,89.03368342867219
939099,male,50,177.0,79.0,11.0,88.0,40.0,25.2162533116282,87.53476116586509
939100,male,31,171.0,73.0,10.0,90.0,39.7,24.96494647925858,87.53476116586509
939101,female,52,161.0,63.0,9.0,95.0,39.9,24.3046178773967,87.53476116586509
939102,male,22,195.0,95.0,2.0,87.0,38.4,24.983563445101908,87.53476116586509
939103,male,21,193.0,100.0,8.0,86.0,39.7,26.846358291497758,87.53476116586509
939104,female,41,165.0,60.0,25.0,105.0,40.6,22.03856749311295,87.53476116586509
939105,female,20,161.0,60.0,27.0,108.0,40.4,23.147255121330193,87.53476116586509
939106,male,32,189.0,92.0,5.0,82.0,39.3,25.755158030290307,89.03368342867219
939107,male,45,182.0,81.0,4.0,84.0,39.3,24.453568409612362,89.03368342867219
939108,female,36,184.0,71.0,9.0,90.0,39.5,20.97117202268431,87.53476116586509
939109,female,72,166.0,62.0,27.0,106.0,40.8,22.49963710262738,87.53476116586509
939110,male,21,181.0,80.0,15.0,96.0,40.6,24.41927902078691,87.53476116586509
939111,male,27,166.0,64.0,2.0,85.0,37.8,23.225431847873423,89.03368342867219
939112,female,29,175.0,73.0,7.0,84.0,39.6,23.836734693877553,87.53476116586509
939113,female,45,167.0,66.0,14.0,92.0,40.4,23.66524436157625,89.03368342867219
939114,female,62,177.0,75.0,5.0,89.0,38.7,23.93948099205209,87.53476116586509
939115,male,62,162.0,76.0,25.0,101.0,40.6,28.959000152415786,89.03368342867219
939116,female,55,149.0,54.0,8.0,80.0,39.8,24.32322868339264,87.53476116586509
939117,female,24,157.0,57.0,14.0,94.0,40.1,23.124670372023203,89.03368342867219
939118,female,22,165.0,66.0,28.0,111.0,40.8,24.242424242424246,89.03368342867219
939119,male,46,178.0,82.0,21.0,101.0,40.8,25.88057063502083,89.03368342867219
939120,male,40,201.0,109.0,21.0,105.0,40.8,26.979530209648285,89.03368342867219
939121,male,41,183.0,88.0,2.0,83.0,38.0,26.27728507868255,89.03368342867219
939122,female,49,177.0,74.0,23.0,99.0,40.6,23.620287912158062,87.53476116586509
939123,female,20,156.0,55.0,13.0,93.0,40.1,22.600262984878366,89.03368342867219
939124,male,47,198.0,103.0,9.0,85.0,39.7,26.272829303132333,87.53476116586509
939125,female,24,153.0,50.0,6.0,77.0,39.2,21.35930624973301,87.53476116586509
939126,male,72,164.0,77.0,7.0,96.0,39.4,28.628792385484836,89.03368342867219
939127,female,38,169.0,72.0,24.0,94.0,40.8,25.209201358495854,89.03368342867219
939128,female,25,170.0,66.0,12.0,101.0,39.8,22.837370242214536,87.53476116586509
939129,male,62,183.0,87.0,5.0,78.0,39.1,25.97867956642479,87.53476116586509
939130,male,45,195.0,96.0,15.0,102.0,40.2,25.2465483234714,89.03368342867219
939131,female,35,171.0,69.0,26.0,107.0,40.8,23.59700420642249,87.53476116586509
939132,female,37,164.0,63.0,30.0,113.0,41.0,23.423557406305775,89.03368342867219
939133,female,51,161.0,61.0,11.0,90.0,39.9,23.533042706685695,89.03368342867219
939134,male,41,185.0,89.0,18.0,100.0,40.3,26.004382761139514,89.03368342867219
939135,male,22,196.0,92.0,11.0,88.0,39.9,23.94835485214494,87.53476116586509
939136,female,35,154.0,58.0,18.0,98.0,40.4,24.456063417102378,87.53476116586509
939137,male,75,188.0,93.0,30.0,110.0,40.7,26.312811226799457,89.03368342867219
939138,male,50,203.0,103.0,19.0,99.0,40.5,24.994540027663867,87.53476116586509
939139,female,52,166.0,62.0,5.0,85.0,39.1,22.49963710262738,87.53476116586509
939140,male,59,163.0,72.0,9.0,93.0,39.8,27.09925100681245,87.53476116586509
939141,male,58,186.0,89.0,2.0,73.0,38.1,25.725517400855587,89.03368342867219
939142,male,32,191.0,99.0,17.0,102.0,40.3,27.137413996326856,87.53476116586509
939143,male,26,191.0,94.0,2.0,73.0,38.7,25.766837531865903,87.53476116586509
939144,male,67,185.0,89.0,25.0,106.0,40.8,26.004382761139514,89.03368342867219
939145,female,45,162.0,64.0,23.0,102.0,40.5,24.38652644413961,89.03368342867219
939146,female,62,184.0,79.0,8.0,88.0,39.7,23.334120982986768,87.53476116586509
939147,female,39,169.0,66.0,22.0,102.0,40.8,23.1084345786212,89.03368342867219
939148,male,51,179.0,82.0,10.0,90.0,39.8,25.592209980961893,89.03368342867219
939149,male,70,194.0,101.0,2.0,87.0,38.2,26.83600807737273,89.03368342867219
939150,male,21,191.0,90.0,24.0,99.0,40.9,24.67037636029714,89.03368342867219
939151,male,45,168.0,68.0,25.0,103.0,41.0,24.092970521541954,89.03368342867219
939152,female,57,164.0,58.0,26.0,103.0,40.9,21.564544913741823,87.53476116586509
939153,female,69,163.0,59.0,22.0,107.0,40.5,22.20633068613798,89.03368342867219
939154,female,56,160.0,63.0,11.0,90.0,39.7,24.609374999999996,87.53476116586509
